notification_id,patient_id,channel,type,message,sent_at,status
NTF0012076,PTNE006,SMS,VaccinationDue,Error at dolores tenetur accusantium voluptas commodi quidem sit maiores facilis consectetur.,2026-05-06 19:05:26,Delivered
NTF0012077,PTNS035,Push,AppointmentReminder,Sint dolorem nemo laudantium esse ipsum.,2026-03-03 02:35:35,Failed
NTF0012078,PTNM092,Push,ReportReady,Ratione deleniti excepturi nesciunt rerum ipsa.,2025-12-06 20:29:42,Delivered
NTF0012079,PTNTN043,Push,PaymentDue,Possimus odit cum voluptatum totam voluptatum laboriosam ab fugit.,2026-02-23 14:48:31,Delivered
NTF0012080,PTNT030,Email,ReportReady,Minus perferendis inventore quae necessitatibus velit blanditiis quis corporis libero ex eos temporibus.,2025-08-30 11:40:30,Failed
NTF0012081,PTNTJ196,WhatsApp,Promotion,Adipisci nesciunt dolorum iusto ipsa exercitationem praesentium sit molestiae ratione atque.,2025-09-03 12:04:55,Delivered
NTF0012082,PTNCB182,Push,VaccinationDue,Laudantium repellat perspiciatis soluta dicta harum animi corporis modi ullam necessitatibus.,2025-10-10 11:10:58,Delivered
NTF0012083,PTNCB145,WhatsApp,AppointmentReminder,Debitis mollitia inventore debitis ut perspiciatis dolore.,2025-11-11 17:47:10,Delivered
NTF0012084,PTNT436,Push,PaymentDue,Quibusdam eos nemo explicabo optio ad reprehenderit veritatis.,2025-06-23 02:56:20,Delivered
NTF0012085,PTNV229,Push,AppointmentReminder,Soluta quos ullam dignissimos quasi maiores harum maxime temporibus omnis officiis sint molestiae.,2025-10-06 06:41:52,Delivered
NTF0012086,PTNM477,Push,FollowUp,Dolorum hic cumque incidunt voluptatem totam adipisci est nihil.,2026-04-23 14:19:58,Delivered
NTF0012087,PTNT273,WhatsApp,ReportReady,Id dignissimos sed a laborum expedita minima perferendis asperiores ea.,2026-02-10 10:44:35,Delivered
NTF0012088,PTNT356,WhatsApp,FollowUp,Maiores modi nemo distinctio nulla omnis fuga rerum ab.,2025-07-16 04:40:50,Delivered
NTF0012089,PTNTJ333,Email,ReportReady,Ratione debitis veritatis a mollitia voluptates quasi sit.,2025-07-29 12:10:16,Delivered
NTF0012090,PTNH051,Push,PaymentDue,Laborum quia aut amet iste sequi perspiciatis delectus nesciunt magnam laboriosam.,2026-04-28 13:00:44,Delivered
NTF0012091,PTNT145,Email,FollowUp,Architecto quae harum illo error hic.,2025-09-16 00:44:04,Delivered
NTF0012092,PTNS286,SMS,FollowUp,Quibusdam quia incidunt beatae laboriosam nobis.,2026-05-29 18:26:43,Delivered
NTF0012093,PTNH170,SMS,ReportReady,Accusantium est fuga accusamus autem consequuntur necessitatibus deserunt necessitatibus.,2025-09-05 22:30:00,Delivered
NTF0012094,PTNTN151,Push,PaymentDue,Exercitationem velit beatae excepturi tempora ea pariatur minima voluptas repudiandae quidem eos expedita.,2025-09-09 22:34:05,Delivered
NTF0012095,PTNTN310,Push,ReportReady,Ipsa modi itaque sed provident exercitationem nam maxime totam non.,2025-07-14 07:56:47,Delivered
NTF0012096,PTNCB231,Push,PaymentDue,Distinctio asperiores quidem culpa voluptatem eum excepturi dicta itaque ipsum quaerat fugiat aperiam.,2026-04-19 08:19:17,Delivered
NTF0012097,PTNTN050,Push,Promotion,Adipisci veniam quam earum molestias at iusto sequi eius voluptatem aperiam.,2025-12-22 03:23:30,Delivered
NTF0012098,PTNC156,Push,PaymentDue,Doloremque porro laborum harum explicabo provident.,2026-03-29 15:29:07,Delivered
NTF0012099,PTNE380,Push,VaccinationDue,Id iste dolor soluta deserunt repudiandae provident alias laudantium.,2025-08-17 07:12:12,Delivered
NTF0012100,PTNE105,SMS,AppointmentReminder,Reiciendis corporis dolores fugit nemo maxime cupiditate delectus fuga omnis.,2025-09-24 17:16:50,Delivered
NTF0012101,PTNTN107,Push,VaccinationDue,Suscipit asperiores eligendi ad temporibus deleniti saepe possimus porro.,2025-06-29 07:31:57,Delivered
NTF0012102,PTNT048,WhatsApp,AppointmentReminder,Corporis accusamus amet ea inventore sequi distinctio autem officiis.,2026-04-29 07:46:42,Delivered
NTF0012103,PTNTJ157,Email,ReportReady,Quas sed velit fuga nulla quod sit consequuntur nesciunt corporis.,2026-05-07 16:43:33,Delivered
NTF0012104,PTNV018,WhatsApp,VaccinationDue,Deserunt dolor consectetur quisquam dolorem consequuntur eligendi saepe.,2026-02-14 23:43:36,Delivered
NTF0012105,PTNM249,Push,AppointmentReminder,Quis quaerat eum culpa quam dolor dolorem totam consectetur et suscipit illo nisi.,2025-07-11 07:48:08,Delivered
NTF0012106,PTNH020,WhatsApp,Promotion,Deleniti in beatae facilis necessitatibus voluptas quisquam quisquam debitis.,2026-01-14 02:54:34,Failed
NTF0012107,PTNE289,Email,PaymentDue,Dolor sint aperiam nobis corporis nobis.,2026-02-08 05:01:39,Delivered
NTF0012108,PTNC328,Push,FollowUp,Minima consectetur est aut in voluptatum tempora quibusdam debitis enim hic itaque.,2025-07-02 14:00:48,Delivered
NTF0012109,PTNV124,Push,PaymentDue,Architecto nihil quae rerum temporibus quas unde saepe reiciendis placeat dignissimos.,2026-06-07 04:18:04,Delivered
NTF0012110,PTNE334,SMS,Promotion,Accusamus amet consequatur libero reprehenderit voluptates assumenda suscipit.,2026-05-25 22:18:49,Delivered
NTF0012111,PTNTN217,SMS,FollowUp,Dolores facilis iure vero nemo eius dolorum.,2026-03-19 08:01:18,Delivered
NTF0012112,PTNCB466,Email,Promotion,Dolorem omnis quasi labore deleniti asperiores cupiditate voluptatem.,2025-10-11 02:45:03,Delivered
NTF0012113,PTNE131,SMS,PaymentDue,Blanditiis harum illo veniam atque quasi fugiat molestiae vero harum eum in eum.,2026-01-30 21:47:51,Failed
NTF0012114,PTNCB051,Push,Promotion,Earum quaerat consequuntur occaecati facilis veritatis corrupti eos ex commodi sed qui.,2026-01-20 15:08:40,Delivered
NTF0012115,PTNTN467,Push,PaymentDue,Totam ex voluptas ipsam commodi id rem.,2026-04-05 22:41:27,Delivered
NTF0012116,PTNC138,Push,VaccinationDue,Laboriosam placeat saepe nemo odit hic.,2026-01-29 08:09:32,Delivered
NTF0012117,PTNS229,WhatsApp,FollowUp,Officia consequuntur reiciendis corrupti assumenda commodi ut.,2026-03-10 17:47:07,Delivered
NTF0012118,PTNH209,WhatsApp,Promotion,In a corrupti eos enim porro voluptas.,2025-12-07 08:03:52,Delivered
NTF0012119,PTNM229,Push,FollowUp,Fugiat asperiores aperiam temporibus asperiores quam itaque dolorum excepturi atque nostrum.,2025-11-17 15:52:46,Delivered
NTF0012120,PTNV044,Email,PaymentDue,Laboriosam saepe reiciendis aperiam placeat ex aliquam minus ad.,2026-03-01 01:32:37,Delivered
NTF0012121,PTNT159,Push,AppointmentReminder,Tempora perspiciatis facere fugiat asperiores illo quis reprehenderit consequatur eaque aliquid assumenda voluptas.,2025-08-14 07:18:00,Delivered
NTF0012122,PTNC248,WhatsApp,Promotion,Perspiciatis ducimus dicta sit porro modi.,2026-02-14 12:58:53,Delivered
NTF0012123,PTNTJ010,Push,VaccinationDue,Veritatis deleniti ducimus nam velit praesentium earum.,2025-08-15 00:15:22,Delivered
NTF0012124,PTNH486,WhatsApp,ReportReady,Impedit accusantium voluptatum odio architecto ipsa voluptatum esse.,2026-06-07 04:54:51,Delivered
NTF0012125,PTNM315,Email,ReportReady,Molestias dolore porro debitis doloremque quibusdam sint aliquam nobis.,2025-11-14 12:12:03,Delivered
NTF0012126,PTNS283,SMS,Promotion,Laudantium recusandae iste corrupti facilis quam maiores incidunt ratione.,2025-12-30 15:12:50,Delivered
NTF0012127,PTNT135,WhatsApp,PaymentDue,Dolores hic vitae quae illo commodi beatae qui sit.,2025-12-07 13:31:28,Delivered
NTF0012128,PTNTJ290,SMS,VaccinationDue,Voluptates repellat unde occaecati repellat exercitationem exercitationem saepe.,2025-09-18 04:22:34,Delivered
NTF0012129,PTNTJ071,Push,Promotion,Esse iste officiis aliquid ab excepturi culpa.,2026-03-16 21:12:28,Delivered
NTF0012130,PTNV049,Push,FollowUp,Ab sapiente ut harum quae officia error consequuntur magni.,2025-07-03 16:08:11,Delivered
NTF0012131,PTNS157,WhatsApp,AppointmentReminder,Dolorem quam aut facere voluptatem dignissimos cupiditate sapiente ea numquam quibusdam veniam non.,2026-03-30 13:03:03,Delivered
NTF0012132,PTNCB299,Push,PaymentDue,Sint distinctio consequatur molestias aliquid dignissimos quod.,2026-04-29 23:26:05,Delivered
NTF0012133,PTNE492,WhatsApp,AppointmentReminder,Laborum ipsum quam placeat pariatur corporis voluptates fugit.,2025-10-06 01:46:27,Delivered
NTF0012134,PTNE428,SMS,ReportReady,Id aperiam quos culpa placeat labore ipsum pariatur dolorem.,2025-07-31 17:47:54,Delivered
NTF0012135,PTNCB296,SMS,PaymentDue,Veritatis dolorum et veniam hic odit illum.,2026-03-25 23:34:25,Delivered
NTF0012136,PTNS341,Push,AppointmentReminder,Quia odit magni ipsum commodi reprehenderit omnis ducimus.,2026-01-08 18:25:10,Delivered
NTF0012137,PTNTN332,WhatsApp,AppointmentReminder,Similique excepturi quaerat maxime ad est veritatis non.,2026-03-16 09:52:37,Delivered
NTF0012138,PTNE362,WhatsApp,ReportReady,Temporibus ipsam inventore beatae velit esse tenetur vitae esse esse.,2026-02-17 03:30:24,Delivered
NTF0012139,PTNT122,Email,AppointmentReminder,Quod molestiae atque consequuntur totam optio assumenda atque repudiandae perspiciatis occaecati.,2026-05-14 07:40:41,Delivered
NTF0012140,PTNE404,Push,Promotion,Itaque iure totam mollitia saepe amet deleniti eveniet culpa pariatur doloremque.,2025-11-28 12:45:01,Delivered
NTF0012141,PTNV339,Push,FollowUp,Autem quia recusandae doloremque quas delectus.,2025-06-28 00:05:28,Delivered
NTF0012142,PTNM020,Email,FollowUp,Incidunt earum velit quaerat eligendi dignissimos cumque.,2025-08-10 12:04:12,Delivered
NTF0012143,PTNCB187,Email,PaymentDue,Temporibus hic illum qui unde perspiciatis quaerat.,2025-12-23 10:34:08,Delivered
NTF0012144,PTNH244,Email,VaccinationDue,A itaque voluptas accusantium reprehenderit iste consectetur rerum dicta provident dolorum dolore.,2025-08-15 21:55:04,Delivered
NTF0012145,PTNT043,SMS,VaccinationDue,Incidunt aspernatur perspiciatis odio unde eligendi quasi eius officiis quam eius.,2026-01-01 12:55:34,Delivered
NTF0012146,PTNM198,WhatsApp,Promotion,Repellendus natus explicabo unde illo deserunt aliquid.,2026-01-05 05:01:42,Delivered
NTF0012147,PTNS123,Push,Promotion,Nisi saepe libero sapiente animi eos.,2026-03-15 16:59:35,Delivered
NTF0012148,PTNH226,Push,PaymentDue,Qui suscipit eligendi sapiente nam consequatur dolorum velit voluptatem ex eius.,2025-10-11 14:58:47,Delivered
NTF0012149,PTNTN119,Email,ReportReady,Pariatur distinctio qui esse animi facere mollitia ab maiores occaecati cupiditate.,2025-06-27 08:42:59,Delivered
NTF0012150,PTNT445,WhatsApp,FollowUp,Incidunt facere ipsum omnis vitae quaerat quibusdam nihil.,2026-01-20 21:12:24,Delivered
NTF0012151,PTNM078,Email,FollowUp,Delectus ipsam quaerat non ad id ad molestiae velit veniam enim.,2025-07-08 14:14:09,Delivered
NTF0012152,PTNH125,WhatsApp,ReportReady,Tenetur accusantium aspernatur facere adipisci enim facere inventore dolorem.,2026-06-11 07:45:02,Delivered
NTF0012153,PTNC078,Push,FollowUp,Enim officia eius nemo libero eius recusandae illo magnam iste necessitatibus fugiat quaerat.,2025-08-28 08:51:50,Delivered
NTF0012154,PTNE181,SMS,Promotion,Laboriosam omnis nam repellat iusto eos optio illum quasi iusto fuga voluptatum repudiandae.,2025-08-17 23:06:08,Delivered
NTF0012155,PTNS155,SMS,VaccinationDue,Facilis magnam porro voluptas commodi voluptates ipsum totam eaque.,2025-11-27 13:51:52,Delivered
NTF0012156,PTNT075,Email,VaccinationDue,Animi dolorum quis consequuntur earum magnam quasi recusandae.,2025-12-21 00:35:43,Delivered
NTF0012157,PTNE111,SMS,AppointmentReminder,Accusantium ad earum dolores minus nobis voluptatem.,2025-06-14 22:55:09,Delivered
NTF0012158,PTNTN254,Push,PaymentDue,Explicabo iste dolorem voluptatibus praesentium voluptatibus.,2025-12-12 06:05:11,Failed
NTF0012159,PTNS340,Email,FollowUp,Corrupti deserunt quibusdam maxime aliquam cum nostrum.,2025-07-31 06:46:45,Delivered
NTF0012160,PTNCB348,Email,ReportReady,Eaque consectetur animi numquam vel dolore perferendis.,2026-02-21 02:47:04,Delivered
NTF0012161,PTNH152,Push,FollowUp,Eum modi velit veritatis atque quis.,2025-12-13 13:17:02,Delivered
NTF0012162,PTNS059,SMS,Promotion,Inventore totam voluptates corrupti quisquam consequuntur.,2026-01-16 02:28:22,Delivered
NTF0012163,PTNE168,SMS,PaymentDue,Itaque sunt labore eum amet asperiores distinctio quidem atque nesciunt a magnam.,2025-11-17 07:08:43,Failed
NTF0012164,PTNCB085,Email,VaccinationDue,Rerum aspernatur dolorem neque vitae in.,2026-04-09 07:39:13,Delivered
NTF0012165,PTNT371,Push,PaymentDue,Laboriosam deserunt quibusdam a tempore rem ipsum animi et excepturi.,2026-04-17 11:25:54,Delivered
NTF0012166,PTNT415,Push,ReportReady,Aliquid nostrum deserunt assumenda laborum mollitia magni at maiores dolorem illum.,2025-12-05 22:28:26,Pending
NTF0012167,PTNV439,Email,AppointmentReminder,Cupiditate deleniti quidem excepturi maiores fugiat dicta consequuntur consequuntur modi.,2025-10-24 19:37:31,Delivered
NTF0012168,PTNTN101,Push,PaymentDue,Tenetur nemo quos quasi maxime quasi quasi eaque neque.,2025-10-30 18:49:27,Delivered
NTF0012169,PTNV407,SMS,Promotion,Hic veritatis nam sint quibusdam sint quae cum molestias quae iste.,2025-09-22 12:53:38,Delivered
NTF0012170,PTNC339,WhatsApp,PaymentDue,Sequi repellat quod ea atque ut quidem velit ad voluptatibus error natus.,2025-07-15 20:53:03,Delivered
NTF0012171,PTNH035,WhatsApp,AppointmentReminder,Rerum nam ut minus cumque voluptate nulla repudiandae perspiciatis repellat quis culpa.,2026-06-11 17:01:50,Delivered
NTF0012172,PTNCB129,Email,AppointmentReminder,Ipsum qui nihil aspernatur delectus corrupti assumenda perspiciatis quisquam blanditiis sint perferendis necessitatibus.,2025-08-29 02:56:11,Delivered
NTF0012173,PTNM402,Email,VaccinationDue,Quod odio veniam et veritatis repellat amet natus voluptatibus doloremque quibusdam.,2026-05-19 16:11:44,Delivered
NTF0012174,PTNC460,WhatsApp,PaymentDue,Eaque suscipit explicabo officia laboriosam iure aut fugiat atque illo et eum.,2025-12-03 11:26:56,Delivered
NTF0012175,PTNTJ495,Push,PaymentDue,Numquam quasi sunt blanditiis dolor nostrum occaecati cum.,2025-07-28 12:02:35,Delivered
NTF0012176,PTNE425,Email,Promotion,Distinctio est molestiae illum debitis quod consectetur ipsa harum placeat consequatur molestiae neque.,2025-08-01 22:38:41,Failed
NTF0012177,PTNT415,Email,VaccinationDue,Omnis eum natus enim omnis impedit accusamus ipsum eligendi minus.,2025-08-03 11:15:29,Delivered
NTF0012178,PTNTJ128,Push,VaccinationDue,Quasi nisi deleniti unde labore alias ullam accusamus non dicta.,2025-10-15 11:15:07,Delivered
NTF0012179,PTNH037,SMS,AppointmentReminder,Facilis dignissimos id inventore numquam ipsam reprehenderit nisi consequatur cum quam.,2026-04-11 19:10:44,Delivered
NTF0012180,PTNV356,WhatsApp,FollowUp,Eum eveniet eius laborum ipsa sint repellendus tenetur voluptate rerum ad.,2025-10-08 17:23:33,Delivered
NTF0012181,PTNV373,WhatsApp,FollowUp,Libero inventore doloremque accusamus fugiat illo.,2026-03-07 00:20:50,Delivered
NTF0012182,PTNH358,Push,ReportReady,Ipsum doloribus voluptate eaque excepturi quia suscipit aliquam.,2026-02-28 12:29:01,Failed
NTF0012183,PTNT351,SMS,Promotion,Vel laudantium laboriosam possimus vitae ipsa illum a.,2026-01-03 16:58:45,Delivered
NTF0012184,PTNTN225,Email,FollowUp,Amet dolor non velit nulla saepe ab fugit quos.,2025-07-07 16:32:10,Delivered
NTF0012185,PTNE114,WhatsApp,FollowUp,A recusandae mollitia dolore ipsum illum doloribus.,2026-01-01 00:04:36,Delivered
NTF0012186,PTNTJ233,Push,AppointmentReminder,Accusantium ut ipsa iure maiores reprehenderit odio.,2025-09-13 21:13:14,Delivered
NTF0012187,PTNTN146,Email,FollowUp,Maiores eveniet magnam quod ratione magni corporis consectetur maiores hic tenetur.,2026-05-10 11:53:42,Delivered
NTF0012188,PTNC083,Push,ReportReady,Ullam mollitia tenetur at facilis atque voluptatibus.,2025-08-02 18:49:28,Pending
NTF0012189,PTNM192,Push,FollowUp,Rem quam earum adipisci in ad suscipit commodi sit quas ipsum omnis.,2026-03-06 13:41:32,Delivered
NTF0012190,PTNC002,Push,PaymentDue,Eveniet magni laudantium aliquid sapiente recusandae assumenda exercitationem repellat architecto.,2025-10-27 03:26:46,Delivered
NTF0012191,PTNE470,SMS,ReportReady,Fuga quae alias aliquam placeat omnis excepturi dicta veritatis dolorem error quasi.,2025-10-21 16:47:44,Delivered
NTF0012192,PTNCB063,WhatsApp,AppointmentReminder,Suscipit necessitatibus autem amet quasi accusamus soluta aliquam voluptate ea.,2025-10-17 00:32:19,Delivered
NTF0012193,PTNC120,WhatsApp,VaccinationDue,Ad expedita eveniet esse quia eos nostrum quam.,2025-10-15 06:15:49,Delivered
NTF0012194,PTNS254,Push,AppointmentReminder,Nulla necessitatibus magnam dolorum cupiditate ipsam id voluptates fugiat laudantium commodi dolore ipsa.,2026-04-09 14:26:52,Delivered
NTF0012195,PTNS458,Email,PaymentDue,Occaecati blanditiis exercitationem eveniet et nemo quisquam doloribus magni occaecati nihil.,2025-09-20 11:47:37,Delivered
NTF0012196,PTNTN230,Push,AppointmentReminder,Ratione praesentium excepturi occaecati suscipit debitis in adipisci enim tempore cupiditate.,2026-05-07 19:52:10,Delivered
NTF0012197,PTNT330,Push,AppointmentReminder,Iste vitae saepe amet quis optio ad.,2026-02-06 00:51:41,Failed
NTF0012198,PTNM135,Email,ReportReady,Nisi nemo soluta adipisci voluptatibus ab voluptatem.,2026-01-01 19:40:36,Delivered
NTF0012199,PTNH084,Email,FollowUp,Quod similique temporibus necessitatibus dignissimos consequatur magni dolor sunt.,2026-04-29 14:12:53,Delivered
NTF0012200,PTNV249,Push,ReportReady,Maiores itaque commodi rem hic amet repellat nisi unde quas doloremque voluptatibus.,2025-10-13 03:10:33,Delivered
NTF0012201,PTNS164,WhatsApp,AppointmentReminder,Sequi aliquid tenetur quas reiciendis dolor.,2025-09-07 03:55:33,Delivered
NTF0012202,PTNM071,Push,AppointmentReminder,Quae iure dolorem facilis voluptates ipsa dignissimos sed placeat possimus.,2025-10-20 13:41:18,Delivered
NTF0012203,PTNS068,Email,FollowUp,Ipsam vero eos accusamus numquam at sunt nisi harum ipsa tenetur omnis.,2026-02-01 11:59:14,Delivered
NTF0012204,PTNE303,SMS,Promotion,Eius consequatur nemo perspiciatis temporibus quos voluptatum mollitia.,2026-01-29 02:54:44,Pending
NTF0012205,PTNT329,WhatsApp,PaymentDue,Quo dolor molestiae consequatur at provident omnis mollitia ipsa voluptates recusandae enim.,2025-07-08 02:24:21,Pending
NTF0012206,PTNS052,WhatsApp,PaymentDue,Beatae illum pariatur illo explicabo magni voluptas quos rem culpa reprehenderit.,2025-12-12 04:35:26,Delivered
NTF0012207,PTNCB344,SMS,Promotion,Et in aspernatur ex quas delectus ea veniam id voluptate nulla libero.,2026-03-29 07:23:37,Delivered
NTF0012208,PTNTJ074,Push,AppointmentReminder,Corporis nemo sed at reprehenderit illo minima iusto odio.,2025-08-17 15:46:02,Delivered
NTF0012209,PTNCB436,Push,FollowUp,Nisi maiores minima exercitationem impedit praesentium doloremque.,2025-10-23 08:29:08,Delivered
NTF0012210,PTNE129,WhatsApp,Promotion,Earum placeat similique hic modi molestiae facilis voluptas delectus aliquid.,2026-03-10 07:19:11,Failed
NTF0012211,PTNH492,Push,Promotion,Dicta accusantium in consectetur assumenda asperiores accusantium maxime repudiandae quibusdam nulla.,2026-06-06 10:26:07,Delivered
NTF0012212,PTNT318,Push,VaccinationDue,Quis soluta libero laudantium perspiciatis itaque saepe vitae ducimus quos culpa ut.,2026-06-04 19:39:42,Delivered
NTF0012213,PTNV383,Push,ReportReady,Dicta ratione dolorum aliquid facilis voluptas accusamus rem occaecati accusamus neque.,2025-08-21 22:52:21,Delivered
NTF0012214,PTNCB475,Push,FollowUp,Voluptatum et repudiandae similique ratione veniam illo quaerat eos adipisci.,2026-02-24 12:24:23,Delivered
NTF0012215,PTNH173,Push,FollowUp,Ipsum nulla doloremque cumque sed impedit facilis.,2026-01-06 18:04:50,Delivered
NTF0012216,PTNT193,SMS,PaymentDue,Tenetur sunt non odit sed alias provident quibusdam ipsam quo.,2025-09-17 11:16:52,Delivered
NTF0012217,PTNC106,WhatsApp,ReportReady,Nihil suscipit dolores id dicta eligendi.,2025-12-22 03:24:27,Delivered
NTF0012218,PTNM098,SMS,FollowUp,Exercitationem reprehenderit voluptatem excepturi quaerat dolorem ipsa quas officiis.,2026-04-08 18:42:46,Delivered
NTF0012219,PTNE387,Email,ReportReady,Iure esse assumenda ipsum maxime molestias consectetur.,2026-05-09 04:05:12,Pending
NTF0012220,PTNTN285,WhatsApp,PaymentDue,Quod minima at similique tempore nostrum consectetur saepe aliquid temporibus.,2025-06-30 12:55:59,Delivered
NTF0012221,PTNCB077,SMS,PaymentDue,Pariatur voluptatem harum dolores iure sequi.,2025-12-18 22:21:51,Failed
NTF0012222,PTNV247,Email,PaymentDue,Illum fuga accusamus unde quis numquam a est repellendus perferendis animi eos commodi.,2026-02-07 23:04:18,Delivered
NTF0012223,PTNV237,WhatsApp,Promotion,Vel voluptatibus aliquid provident quam aliquid.,2026-03-01 12:21:11,Delivered
NTF0012224,PTNM289,Email,VaccinationDue,Aliquid dolor aut quam et hic beatae alias facere excepturi.,2025-07-03 16:05:26,Delivered
NTF0012225,PTNE241,WhatsApp,FollowUp,Debitis quisquam accusantium exercitationem molestias nemo aliquid a veniam aliquid voluptatem.,2026-02-10 21:35:03,Delivered
NTF0012226,PTNH408,SMS,AppointmentReminder,Optio labore repellendus sit nulla reprehenderit excepturi laborum enim aut voluptates.,2026-03-29 21:04:09,Delivered
NTF0012227,PTNH468,SMS,ReportReady,Ratione dolores ipsum corrupti excepturi necessitatibus.,2025-09-23 08:29:32,Delivered
NTF0012228,PTNM494,Push,VaccinationDue,Doloribus ducimus unde eius alias dolore dignissimos saepe et aspernatur ipsam.,2025-12-20 10:04:52,Delivered
NTF0012229,PTNV179,Email,VaccinationDue,Nesciunt aliquid maxime voluptas asperiores impedit error suscipit qui voluptate inventore et.,2026-01-19 21:50:53,Delivered
NTF0012230,PTNV053,Email,VaccinationDue,Aliquam quam libero occaecati aliquid assumenda.,2026-05-09 05:56:45,Delivered
NTF0012231,PTNC319,SMS,ReportReady,Doloremque vero labore sequi ab perferendis repellendus officia sed ex consequatur.,2025-10-31 18:52:17,Delivered
NTF0012232,PTNV490,Push,VaccinationDue,Exercitationem perferendis eaque ducimus architecto quasi nisi eos laudantium vitae ad dignissimos cumque.,2025-11-30 02:00:58,Delivered
NTF0012233,PTNS156,SMS,Promotion,Corrupti magnam dignissimos cupiditate asperiores recusandae explicabo debitis ducimus voluptas harum.,2025-09-09 20:36:42,Delivered
NTF0012234,PTNH256,Email,VaccinationDue,Nam odit vitae tempore aliquid tenetur accusamus dolorem illo.,2026-05-04 07:09:25,Delivered
NTF0012235,PTNE137,WhatsApp,VaccinationDue,Eaque mollitia aliquid incidunt incidunt illum tempore ipsum.,2026-04-21 08:41:42,Delivered
NTF0012236,PTNT392,SMS,VaccinationDue,Nesciunt earum aliquam quae id voluptates tempora tenetur nulla inventore sed autem.,2025-09-01 23:02:51,Delivered
NTF0012237,PTNH181,WhatsApp,Promotion,Quam cumque nisi doloremque a blanditiis quos itaque nesciunt.,2025-07-29 09:51:11,Delivered
NTF0012238,PTNTJ102,Email,FollowUp,Nostrum nam quibusdam vel nesciunt tempora omnis aliquam error ad voluptate dignissimos.,2025-08-06 06:12:12,Delivered
NTF0012239,PTNH153,Email,PaymentDue,Ad nisi neque similique quam nesciunt aliquam aut nam.,2025-12-27 09:36:52,Delivered
NTF0012240,PTNS479,WhatsApp,PaymentDue,Perferendis eius non optio tempora tempora fugiat dolor modi accusantium unde.,2026-06-10 22:31:22,Delivered
NTF0012241,PTNS003,WhatsApp,Promotion,Quis sunt delectus nobis beatae voluptatibus veniam a amet dicta nesciunt consequatur placeat odio.,2026-01-12 22:56:44,Delivered
NTF0012242,PTNM002,WhatsApp,ReportReady,Excepturi labore maiores placeat voluptatum explicabo sint amet adipisci dolorum voluptatem sunt quia.,2025-08-27 00:26:14,Delivered
NTF0012243,PTNS032,Email,VaccinationDue,Earum mollitia officiis nam cumque similique ullam fugiat delectus.,2026-03-20 05:19:00,Delivered
NTF0012244,PTNH191,WhatsApp,AppointmentReminder,Cupiditate eveniet fugiat alias perspiciatis vel natus iusto minus.,2025-10-28 18:43:31,Delivered
NTF0012245,PTNTN463,WhatsApp,ReportReady,Hic repellat accusantium iure placeat sit vel nulla quod expedita veritatis.,2025-07-21 01:04:09,Delivered
NTF0012246,PTNTN287,SMS,AppointmentReminder,Id placeat saepe nam nostrum temporibus dolorem facere illum.,2025-12-31 00:03:08,Delivered
NTF0012247,PTNE035,SMS,PaymentDue,Porro iusto beatae enim et aut ipsum voluptatem mollitia.,2025-06-19 04:30:43,Delivered
NTF0012248,PTNT338,SMS,ReportReady,Perferendis harum sequi aliquam perspiciatis a odio fugiat accusantium.,2025-08-27 06:56:06,Delivered
NTF0012249,PTNTJ018,Push,FollowUp,Dolore nam odio pariatur harum magnam ratione asperiores delectus dolorem numquam nihil totam.,2026-01-03 06:09:00,Delivered
NTF0012250,PTNV309,Push,Promotion,Nostrum deleniti at asperiores mollitia impedit similique veritatis accusamus quis distinctio facere.,2026-06-13 22:41:42,Delivered
NTF0012251,PTNCB184,Email,PaymentDue,Ipsa nisi reiciendis fugiat sunt debitis quos eveniet nemo est.,2026-04-05 02:11:34,Delivered
NTF0012252,PTNCB453,WhatsApp,VaccinationDue,Perferendis ipsum quidem eum optio ab iure maiores sapiente ipsum quasi vero deserunt.,2026-05-13 06:20:22,Delivered
NTF0012253,PTNT111,WhatsApp,AppointmentReminder,Quasi optio distinctio voluptates consequuntur atque optio molestias animi nostrum voluptas.,2026-02-15 04:54:25,Delivered
NTF0012254,PTNM250,WhatsApp,PaymentDue,Id magni quia impedit amet quis.,2025-11-11 18:48:30,Delivered
NTF0012255,PTNE228,WhatsApp,PaymentDue,Aperiam cupiditate consequuntur culpa illum quae impedit unde ipsam animi tempore.,2025-07-21 05:27:55,Failed
NTF0012256,PTNTN332,WhatsApp,VaccinationDue,Laborum quas a optio autem maiores.,2025-09-24 09:32:25,Delivered
NTF0012257,PTNH246,SMS,FollowUp,In ratione repellat illum sed quod.,2025-06-18 03:31:30,Delivered
NTF0012258,PTNTN238,Email,VaccinationDue,Quis molestias odio reprehenderit accusamus in iure placeat voluptas iusto rerum earum id.,2026-01-30 19:17:59,Delivered
NTF0012259,PTNT178,SMS,PaymentDue,Perferendis iusto animi quae quos voluptas sunt eligendi illum natus quae eius at.,2025-09-07 03:36:53,Delivered
NTF0012260,PTNH425,Email,AppointmentReminder,Consequuntur natus sed ducimus eveniet vel ex.,2025-11-11 19:24:26,Delivered
NTF0012261,PTNS143,WhatsApp,ReportReady,Eos nulla nulla quaerat porro inventore numquam eveniet facere ad magni asperiores consequatur.,2025-08-17 19:00:06,Delivered
